AAPL	Apple Inc.	94.02	524.19	1980	Technology	Computer Manufacturing	http://www.nasdaq.com/symbol/aapl	94.019997	2016-04-25
GOOGL	Alphabet Inc.	703.76	483.99	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/googl	703.760010	2016-02-01
GOOG	Alphabet Inc.	683.57	470.11	2004	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/goog	683.570007	2014-04-16
MSFT	Microsoft Corporation	50.16	400.67	1986	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/msft	50.160000	2016-04-21
XOM	Exxon Mobil Corporation	80.08	333.37	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/xom	80.080002	2016-04-28
FB	Facebook, Inc.	104.07	294.31	2012	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/fb	104.070000	2016-04-20
GE	General Electric Company	28.54	288.52	n/a	Energy	Consumer Electronics/Appliances	http://www.nasdaq.com/symbol/ge	28.540001	2016-04-22
JNJ	Johnson & Johnson	100.54	278.19	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/jnj	100.540001	2016-04-12
WFC	Wells Fargo & Company	47.86	244.46	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/wfc	47.860001	2016-04-12
AMZN	Amazon.com, Inc.	502.13	235.38	1997	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/amzn	502.130005	2016-04-21
T	AT&T Inc.	36.88	226.89	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/t	36.880001	2016-04-20
PG	Procter & Gamble Company (The)	81.2	220.91	n/a	Basic Industries	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/pg	81.199997	2016-04-26
CHL	China Mobile (Hong Kong) Ltd.	53.76	220.15	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/chl	53.759998	2008-03-19
WMT	Wal-Mart Stores, Inc.	67	214.53	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/wmt	67.000000	2016-02-18
JPM	J P Morgan Chase & Co	57.75	212.59	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/jpm	57.750000	2016-04-13
VZ	Verizon Communications Inc.	50.97	207.39	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/vz	50.970001	2016-04-21
BUD	Anheuser-Busch Inbev SA	118.3	190.26	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/bud	118.300003	2012-03-08
TM	Toyota Motor Corp Ltd Ord	110.39	188.66	n/a	Capital Goods	Auto Manufacturing	http://www.nasdaq.com/symbol/tm	110.389999	2011-05-06
KO	Coca-Cola Company (The)	42.44	184.57	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/ko	42.439999	2016-02-09
PFE	Pfizer, Inc.	29.03	179.2	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pfe	29.030001	2016-04-26
NVS	Novartis AG	74.33	178.09	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/nvs	74.330002	2011-04-19
V	Visa Inc.	71.54	158.21	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/v	71.540001	2016-04-28
BABA	Alibaba Group Holding Limited	62.64	156.32	2014	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/baba	62.639999	2016-01-28
CVX	Chevron Corporation	82.88	155.98	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/cvx	82.879997	2016-04-29
DIS	Walt Disney Company (The)	93.9	155.23	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/dis	93.900002	2016-02-09
ORCL	Oracle Corporation	35.7	149.98	1986	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/orcl	35.700001	2016-03-15
HD	Home Depot, Inc. (The)	116.43	147.62	n/a	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/hd	116.430000	2016-02-23
CMCSA	Comcast Corporation	59.41	147.11	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/cmcsa	59.410000	2016-05-02
